epoch,val_monitor_name,val_monitor_score,train_attn_loss_norm,train_attn_loss_raw,train_attn_loss_weight,train_loss,train_phys_loss_norm,train_phys_loss_raw,train_phys_loss_weight,train_track_loss_log_var,train_track_loss_norm,train_track_loss_raw,train_track_loss_weight,train_vel_loss_log_var,train_vel_loss_norm,train_vel_loss_raw,train_vel_loss_weight,val_attn_loss_norm,val_attn_loss_raw,val_attn_loss_weight,val_loss,val_phys_loss_norm,val_phys_loss_raw,val_phys_loss_weight,val_track_loss_log_var,val_track_loss_norm,val_track_loss_raw,val_track_loss_weight,val_vel_loss_log_var,val_vel_loss_norm,val_vel_loss_raw,val_vel_loss_weight,val_kaggle_rmse,val_kaggle_rows
12,kaggle_rmse,0.7626682338364308,0.999150585671104,0.008433367076098397,0.00075,-2.296748555746757,0.7680604832522892,0.0007662516194028827,0.015000000000000001,-1.8477265764936026,0.1531507593471849,0.1531507593471849,3.1727766702171825,-4.724396588526164,0.008715449786385011,0.008715449786385011,56.33227557935133,0.9012167303943209,0.0076798526958444,6.250000000000003e-05,-2.302959350078518,6.9991446024323976,0.0014082251731439908,0.00125,-1.856906533241272,0.1541621953545978,0.1541621953545978,3.2019479274749756,-4.72963809967041,0.008615782817774179,0.008615782817774179,56.62728500366211,0.7626682338364308,164854.0
13,,,0.9991845014423114,0.008380580644354376,0.0008125000000000001,-2.3220231878089543,0.7642434706235389,0.0006736436467990392,0.01625,-1.8675169006105496,0.14936607771251895,0.14936607771251895,3.2362528146675182,-4.7448710098243865,0.00848074348446594,0.00848074348446594,57.49925012965575,,,,,,,,,,,,,,,,,
14,kaggle_rmse,0.7342415943174093,0.9994044060169904,0.008074483691446206,0.0008750000000000002,-2.3473428994575958,0.7322969479599766,0.0006529589237355151,0.0175,-1.8974463519485385,0.14501247687362703,0.14501247687362703,3.334590261792085,-4.772319591616201,0.008298772563408188,0.008298772563408188,59.09888388749124,0.8793433837699512,0.007460956409885071,6.250000000000003e-05,-2.35911062698768,0.9635997501476463,0.0008320536316757959,0.00125,-1.9187825918197632,0.1490516754455163,0.1490516754455163,3.406329870223999,-4.7889227867126465,0.008084479845276993,0.008084479845276993,60.08592224121094,0.7342415943174093,164854.0
15,,,0.9990021744519088,0.008012002525148337,0.0009375000000000001,-2.3745450772133285,0.7225511900477553,0.0005274642224635656,0.01875,-1.9401233892139516,0.14176975979030054,0.14176975979030054,3.479934333073271,-4.807190851688669,0.008023999241108228,0.008023999241108228,61.19536110498833,,,,,,,,,,,,,,,,,
16,kaggle_rmse,0.7211001350919987,0.9995857445508709,0.007836500873791782,0.0010000000000000002,-2.383693448555434,0.718565981852706,0.0005490355373597871,0.02,-1.9505015570198876,0.14027117544208223,0.14027117544208223,3.516139041636115,-4.8253450293250095,0.007951474995801405,0.007951474995801405,62.31546842490563,0.9365458269186506,0.007445733394945674,6.250000000000003e-05,-2.3901639686471596,6.828959258636372,0.0009828538162291545,0.00125,-1.9529436826705933,0.14303786156982237,0.14303786156982237,3.5247042179107666,-4.827709197998047,0.007803141418663013,0.007803141418663013,62.46222686767578,0.7211001350919987,164854.0
17,,,0.9995194695802609,0.007980787221726475,0.0010000000000000002,-2.403209453186632,0.7324272034423415,0.00046272970576650285,0.02,-1.959259512432522,0.13794244058537428,0.13794244058537428,3.5470602041017503,-4.839453276075806,0.007771629384035817,0.007771629384035817,63.201241411936344,,,,,,,,,,,,,,,,,
18,kaggle_rmse,0.6996288693068469,0.9990917300813221,0.007878857862760184,0.0010000000000000002,-2.42211087574127,0.7051597553834369,0.00046923983098225885,0.02,-1.987340827857953,0.1352485807857443,0.1352485807857443,3.6481688349000176,-4.864336370119109,0.007640386919385333,0.007640386919385333,64.79417622333347,0.9206588121996487,0.0069162457282085825,6.250000000000003e-05,-2.414601846547859,1.3076583300930305,0.0004343015642994242,0.00125,-1.9926801919937134,0.14197772383391036,0.14197772383391036,3.667583465576172,-4.871116638183594,0.0075864565588771435,0.0075864565588771435,65.23326110839844,0.6996288693068469,164854.0
19,,,0.9995360275741223,0.007894994660343374,0.0010000000000000002,-2.436958727491037,0.7197487825552675,0.0004920758958607336,0.02,-2.0043964177553635,0.13321060974587784,0.13321060974587784,3.7108490394593803,-4.883447306307272,0.007526273613047092,0.007526273613047092,66.04343998221358,,,,,,,,,,,,,,,,,
20,kaggle_rmse,0.6824380082646514,0.9996593999040783,0.007956322683402616,0.0010000000000000002,-2.4535667393443763,0.7232019869866628,0.00042462727104424945,0.02,-2.0158161023206462,0.13120164437413426,0.13120164437413426,3.7535024844176625,-4.893895505461379,0.00739007528417063,0.00739007528417063,66.73732360409336,0.8714521858345335,0.007277803197258854,6.250000000000003e-05,-2.455603892038005,4.9793140836316265,0.001121056107252983,0.00125,-2.018048048019409,0.13502360796954488,0.13502360796954488,3.761812448501587,-4.896862506866455,0.007285314532901096,0.007285314532901096,66.93455505371094,0.6824380082646514,164854.0
21,,,0.9994744384250891,0.008002176078211479,0.0010000000000000002,-2.459361522434785,0.7226540753855779,0.00048626382617102457,0.02,-2.0243263080725016,0.13056311937497392,0.13056311937497392,3.7855330040789776,-4.904792236803352,0.007342588944873091,0.007342588944873091,67.46794990798766,,,,,,,,,,,,,,,,,
22,kaggle_rmse,0.6908177487531297,0.9991910731593492,0.008032233000283488,0.0010000000000000002,-2.4881800436906416,0.7155640482414105,0.0004263530331258767,0.02,-2.0438611750903055,0.12675673020222258,0.12675673020222258,3.860371604961499,-4.928453271393271,0.007138717006752489,0.007138717006752489,69.0856041698884,0.9014691323528544,0.00715137234732752,6.250000000000003e-05,-2.4672160547697053,0.6520763566623728,0.0008747084137043386,0.00125,-2.052112102508545,0.13554831638414436,0.13554831638414436,3.892162322998047,-4.9320969581604,0.0071600345802573,0.0071600345802573,69.33499908447266,0.6908177487531297,164854.0
23,,,0.9995050043986802,0.008518097725319928,0.0010000000000000002,-2.4867411290978048,0.724287750185929,0.0004200469977018544,0.02,-2.0588157063754586,0.12728432717904667,0.12728432717904667,3.9183785220914915,-4.94228111060931,0.007130436215821906,0.007130436215821906,70.0456715520703,,,,,,,,,,,,,,,,,
24,kaggle_rmse,0.6849314772247344,0.9995440501544293,0.008478617476502583,0.0010000000000000002,-2.5196416672876523,0.7298274110110451,0.0004282748534064134,0.02,-2.073011306557673,0.12296974076230238,0.12296974076230238,3.9745354811097857,-4.953223112395476,0.006904736767190746,0.006904736767190746,70.81779702056029,0.8862940103833125,0.007365679739338965,6.250000000000003e-05,-2.49633243301711,0.11967917125839755,0.000430992526905989,0.00125,-2.0796871185302734,0.13027347742027698,0.13027347742027698,4.000982761383057,-4.963991641998291,0.007041988690335749,0.007041988690335749,71.5820541381836,0.6849314772247344,164854.0
25,,,0.9995006367389521,0.00868304821269573,0.0010000000000000002,-2.5191745975462543,0.7376779869629071,0.0004353705726797622,0.02,-2.0831518448917383,0.12288518286998358,0.12288518286998358,4.014883610687317,-4.9698638586313,0.006918083575942135,0.006918083575942135,72.00402332550722,,,,,,,,,,,,,,,,,
26,kaggle_rmse,0.6729221253916199,0.999586308734355,0.008638029576392285,0.0010000000000000002,-2.5210995152442774,0.7243998740983635,0.00043634407106307385,0.02,-2.0964462645314876,0.12284788511071594,0.12284788511071594,4.06867625209794,-4.976461700243905,0.00689728363997107,0.00689728363997107,72.48137094826247,0.8207015836669453,0.007259332946096609,6.250000000000003e-05,-2.49401231355497,1.7518178124438357,0.0004858343765372653,0.00125,-2.0966455936431885,0.13060945038811475,0.13060945038811475,4.069411277770996,-4.97355318069458,0.007020119182440431,0.007020119182440431,72.269775390625,0.6729221253916199,164854.0
27,,,0.9993202203657858,0.008872273714852847,0.0010000000000000002,-2.5269079693860843,0.7205359204089391,0.0004540976360335069,0.02,-2.0989220236632926,0.12184812461862224,0.12184812461862224,4.078714735484753,-4.977912116851291,0.0068749068684177145,0.0068749068684177145,72.58584565167017,,,,,,,,,,,,,,,,,
28,kaggle_rmse,0.6855183922595905,0.999368950798619,0.008760866055758394,0.0010000000000000002,-2.5517187969412705,0.7261823693730015,0.0005050948808719501,0.02,-2.109931141203212,0.11850001724598237,0.11850001724598237,4.123895007527043,-4.991326425886998,0.006723636180185236,0.006723636180185236,73.56691357062915,0.8902336835182875,0.007594828549998304,6.250000000000003e-05,-2.4870127297505618,3.1136932384233345,0.0005312007465512914,0.00125,-2.123185157775879,0.13005228614877162,0.13005228614877162,4.178858280181885,-4.99600076675415,0.007105391770132674,0.007105391770132674,73.91040802001953,0.6855183922595905,164854.0
29,,,0.999670512001675,0.008909205073722413,0.0010000000000000002,-2.554576245371032,0.7339260983180451,0.00043832798188146667,0.02,-2.123605172392059,0.11864917334412713,0.11864917334412713,4.18065157472886,-5.000055069717811,0.006676767860316882,0.006676767860316882,74.21286735178438,,,,,,,,,,,,,,,,,
30,kaggle_rmse,0.6585769372483152,0.9995502819603773,0.008963051205158631,0.0010000000000000002,-2.5600420267409016,0.73162976846639,0.0004478157854916097,0.02,-2.132263738924766,0.11844376143081584,0.11844376143081584,4.216998282090916,-5.015350580357567,0.006616085966788878,0.006616085966788878,75.35517454005226,0.8443388207781026,0.007932654095104887,6.250000000000003e-05,-2.5442470017450094,0.692500607470664,0.0005375044423465828,0.00125,-2.1328344345092773,0.1245868927649686,0.1245868927649686,4.219376087188721,-5.01508903503418,0.0066784211855183805,0.0066784211855183805,75.33477783203125,0.6585769372483152,164854.0
31,,,0.9995868140948166,0.009332959707559913,0.0010000000000000002,-2.572130974125507,0.7377461420977715,0.0004948661380621743,0.02,-2.1436312469127707,0.11656482758318837,0.11656482758318837,4.2652466714488755,-5.02159946518581,0.0065599961710461445,0.0065599961710461445,75.8273574401625,,,,,,,,,,,,,,,,,
32,kaggle_rmse,0.6605261192070572,0.9991143687615072,0.00934824311810446,0.0010000000000000002,-2.5661420650621434,0.725656569676876,0.000429292316405528,0.02,-2.146481514971843,0.11750877507349655,0.11750877507349655,4.277389128260742,-5.026906179382245,0.006589045961628451,0.006589045961628451,76.23085629838185,0.8882698588209658,0.008144903890138794,6.250000000000003e-05,-2.5390403436083036,0.9952208643825471,0.00034814935899584945,0.00125,-2.14156436920166,0.12522560004873007,0.12522560004873007,4.256372451782227,-5.02211332321167,0.006702520403856232,0.006702520403856232,75.86581420898438,0.6605261192070572,164854.0
33,,,0.9994298835504655,0.009694950030304265,0.0010000000000000002,-2.5794769980825203,0.7377879817642293,0.0004199213421798966,0.02,-2.1494160703700365,0.1156783768397719,0.1156783768397719,4.289968783353778,-5.027277301846691,0.006513688655717444,0.006513688655717444,76.2589032730051,,,,,,,,,,,,,,,,,
34,kaggle_rmse,0.680047356900052,0.9995739281757816,0.009872124847354056,0.0010000000000000002,-2.5936744050489646,0.7195954442609499,0.0003940928977966551,0.02,-2.153647758225051,0.11425140719682596,0.11425140719682596,4.308165142461791,-5.036899226147162,0.006415065328844821,0.006415065328844821,76.99707494955898,0.881730366334179,0.008507556930706938,6.250000000000003e-05,-2.4940134712920248,1.6959376721585309,0.000360639942476806,0.00125,-2.1627016067504883,0.13203764932388176,0.13203764932388176,4.347297668457031,-5.044908046722412,0.006875079200539244,0.006875079200539244,77.6150131225586,0.680047356900052,164854.0
35,,,0.9996358980934497,0.01002882997694666,0.0010000000000000002,-2.601266147028866,0.7372949580184796,0.000441483030823342,0.02,-2.173823233226789,0.11323253232301769,0.11323253232301769,4.396028981776307,-5.054282998271285,0.006370811790779944,0.006370811790779944,78.3472699764683,,,,,,,,,,,,,,,,,
36,kaggle_rmse,0.6492406248998369,0.999346101767212,0.010011577132990121,0.0010000000000000002,-2.602744366213851,0.736580355143689,0.00042014727412291664,0.02,-2.1754303339956866,0.11345365619156532,0.11345365619156532,4.403007825278819,-5.058339810480352,0.00634025717934912,0.00634025717934912,78.6655702945278,0.8379450791516793,0.008399863446058538,6.250000000000003e-05,-2.5377491914230212,0.7718379821541698,0.00045350871907461304,0.00125,-2.1731019020080566,0.12439757054479252,0.12439757054479252,4.392746448516846,-5.054214954376221,0.006745469254678566,0.006745469254678566,78.34074401855469,0.6492406248998369,164854.0
37,,,0.9994159816523184,0.009841555852839712,0.0010000000000000002,-2.6136580226108377,0.743027456572591,0.000412782658896152,0.02,-2.1813994040907008,0.11174839130738344,0.11174839130738344,4.429380793375356,-5.059018987086808,0.006295857122554454,0.006295857122554454,78.71830386611451,,,,,,,,,,,,,,,,,
38,kaggle_rmse,0.6695852491822323,0.9992622826200296,0.009794011565057433,0.0010000000000000002,-2.6177939979247373,0.7375554392266271,0.00046947452278958603,0.02,-2.1832862166554987,0.11169066853531592,0.11169066853531592,4.437728167385508,-5.066216470042683,0.006249379195349855,0.006249379195349855,79.28719355452257,0.8397202314656893,0.008088156923085805,6.250000000000003e-05,-2.541503786425973,1.1818522837285814,0.0007969995755485742,0.00125,-2.1899356842041016,0.12471140070074367,0.12471140070074367,4.467319011688232,-5.077192306518555,0.006654114987744265,0.006654114987744265,80.1616439819336,0.6695852491822323,164854.0
39,,,0.999695222307431,0.009912009477525055,0.0010000000000000002,-2.6242338965080507,0.7364038689637807,0.0003963697939863276,0.02,-2.195652044579733,0.11089090035855484,0.11089090035855484,4.49294632773927,-5.083578286340548,0.0062138469160146126,0.0062138469160146126,80.67563847284679,,,,,,,,,,,,,,,,,
40,kaggle_rmse,0.6774375417385501,0.9990292835396657,0.010029099415895209,0.0010000000000000002,-2.631398198697657,0.741204801999315,0.00040578535555686876,0.02,-2.202160940240397,0.11011483036868243,0.11011483036868243,4.522304199809183,-5.0836185883177745,0.006167113648926759,0.006167113648926759,80.67892294007743,0.9007379465147978,0.00850043631283652,6.250000000000003e-05,-2.5025657929156577,2.627243690066434,0.00029434536710595474,0.00125,-2.2007811069488525,0.12925255835037988,0.12925255835037988,4.516033172607422,-5.083098888397217,0.0068495640671762,0.0068495640671762,80.63652038574219,0.6774375417385501,164854.0
41,,,0.9996526559872915,0.009994615375819475,0.0010000000000000002,-2.6317982229216863,0.7455552882384346,0.00040769284169129687,0.02,-2.202470240762545,0.11008474838421084,0.11008474838421084,4.523685868966421,-5.086686416480453,0.006163327174607752,0.006163327174607752,80.9268417964748,,,,,,,,,,,,,,,,,
42,kaggle_rmse,0.6577951120589709,0.9993874212157388,0.010077133957024966,0.0010000000000000002,-2.6462331952290956,0.7379966221147282,0.0003848957725915668,0.02,-2.2159282959362585,0.10852595401133346,0.10852595401133346,4.584981895975817,-5.099532874801063,0.006075180432705077,0.006075180432705077,81.97337772726374,0.9124050600466193,0.009009545768958132,6.250000000000003e-05,-2.565866781619849,1.259847292102383,0.00039253488726317276,0.00125,-2.213771104812622,0.12176771624910543,0.12176771624910543,4.57507848739624,-5.097690105438232,0.006491369410606162,0.006491369410606162,81.82173919677734,0.6577951120589709,164854.0
43,,,0.9994757701678895,0.010145662066735995,0.0010000000000000002,-2.646378029306609,0.7433312763518269,0.0004476255148769032,0.02,-2.2198660966773502,0.10852992022145191,0.10852992022145191,4.603072518315155,-5.105896981790908,0.0060723700503080924,0.0060723700503080924,82.49667429189759,,,,,,,,,,,,,,,,,
44,kaggle_rmse,0.6666072759670165,0.9993462077540525,0.00990211270916478,0.0010000000000000002,-2.6587747833884907,0.7493964209597497,0.0003970077499856513,0.02,-2.2207303825960514,0.10681081795700668,0.10681081795700668,4.60705318977694,-5.1036223739936295,0.006016975554876479,0.006016975554876479,82.30917944132204,0.826263710509899,0.008250600895680808,6.250000000000003e-05,-2.509354557167257,0.825553399107361,0.0002290743591694929,0.00125,-2.2286734580993652,0.12861650636410898,0.12861650636410898,4.643768787384033,-5.111964702606201,0.006778657807181875,0.006778657807181875,82.99808502197266,0.6666072759670165,164854.0
45,,,0.999423375044195,0.010357348550676918,0.0010000000000000002,-2.6540356166595096,0.7343841135527676,0.00042798126194028264,0.02,-2.23778113375216,0.10775091919441335,0.10775091919441335,4.686297112375279,-5.114349905454021,0.006025234548347809,0.006025234548347809,83.19672451402046,,,,,,,,,,,,,,,,,
46,kaggle_rmse,0.6535756383382321,0.9996524718559548,0.010347277060289513,0.0010000000000000002,-2.66608985394836,0.7392211837475976,0.0004469342008430676,0.02,-2.2369326266620924,0.10619385331768184,0.10619385331768184,4.682306825060648,-5.118374270187703,0.005966738683367531,0.005966738683367531,83.5325489495162,0.8167807317234277,0.0087052061681473,6.250000000000003e-05,-2.543615193515214,1.54927721786516,0.00048392037791264247,0.00125,-2.235508918762207,0.12361386078543489,0.12361386078543489,4.675620079040527,-5.117082118988037,0.006625453858215934,0.006625453858215934,83.42390441894531,0.6535756383382321,164854.0
47,,,0.9990424840025842,0.01044024665466738,0.0010000000000000002,-2.665837687493509,0.7345052818505103,0.0004075423277464352,0.02,-2.2410058292128943,0.10611019048448395,0.10611019048448395,4.701418773094797,-5.118812480030632,0.0059758475817397955,0.0059758475817397955,83.56884369223913,,,,,,,,,,,,,,,,,
48,kaggle_rmse,0.6516781602250286,0.9996482086494289,0.010429409214608354,0.0010000000000000002,-2.671638930780397,0.7428786648717397,0.00046972461335070836,0.02,-2.2443099364878143,0.10591284466488074,0.10591284466488074,4.717003886277601,-5.125639296326466,0.005916102677096337,0.005916102677096337,84.14177139042718,0.8296708963490665,0.008548101552894347,6.250000000000003e-05,-2.5458680867347203,2.4635924485538343,0.0003779532348906686,0.00125,-2.244253635406494,0.12378805328989083,0.12378805328989083,4.716686248779297,-5.128714084625244,0.006559423114086595,0.006559423114086595,84.39995574951172,0.6516781602250286,164854.0
